ref_url,pace,shooting,passing,dribbling,defending,physical
https://www.fifacm.com/player/201153/alvaro-borja-morata-martin,81,80,72,81,31,77
https://www.fifacm.com/player/201399/mauro-icardi,69,83,65,77,36,68
https://www.fifacm.com/player/202811/emiliano-martinez,83,83,82,83,59,82
https://www.fifacm.com/player/203486/thorgan-hazard,84,77,81,85,52,67
https://www.fifacm.com/player/204639/stefan-savic,65,35,57,58,85,74
https://www.fifacm.com/player/205069/bernat,81,64,79,83,76,67
https://www.fifacm.com/player/205070/cristian-portugues-manzanera,90,79,79,81,59,79
https://www.fifacm.com/player/205498/luiz-frello-filho-jorge,55,66,85,80,72,73
https://www.fifacm.com/player/206517/jack-grealish,79,76,83,86,46,64
https://www.fifacm.com/player/207410/mateo-kovacic,73,69,83,88,69,70
https://www.fifacm.com/player/207862/matthias-ginter,61,58,72,65,86,78
https://www.fifacm.com/player/207863/felipe,62,41,58,61,85,84
https://www.fifacm.com/player/208418/yannick-carrasco,87,81,77,84,45,66
https://www.fifacm.com/player/208421/saul-niguez-esclapez,71,79,79,80,78,79
https://www.fifacm.com/player/209889/guerreiro,75,77,85,87,76,58
https://www.fifacm.com/player/209989/thomas-partey,71,71,82,81,81,84
https://www.fifacm.com/player/211256/nicolas-tagliafico,80,55,74,76,82,79
https://www.fifacm.com/player/211688/jose-luis-gaya-pena,83,61,77,80,79,73
https://www.fifacm.com/player/212462/alex-telles,83,74,83,78,77,75
https://www.fifacm.com/player/213648/pierre-emile-hojbjerg,61,71,76,76,80,82
https://www.fifacm.com/player/215333/duvan-zapata,75,81,61,78,37,84
https://www.fifacm.com/player/215698/mike-maignan,81,80,85,85,49,82
https://www.fifacm.com/player/216393/youri-tielemans,62,79,85,80,71,70
https://www.fifacm.com/player/216547/rafa,94,73,74,88,50,52
https://www.fifacm.com/player/219693/diego-carlos-santos-silva,77,47,63,68,82,83
https://www.fifacm.com/player/220440/clement-lenglet,73,45,67,66,84,79
https://www.fifacm.com/player/220651/jose-angel-esmoris-tasende,74,71,83,84,77,70
https://www.fifacm.com/player/220814/lucas-hernandez,76,54,68,71,84,79
https://www.fifacm.com/player/222665/martin-odegaard,78,74,84,84,58,62
https://www.fifacm.com/player/223697/robin-gosens,84,75,78,79,77,80
https://www.fifacm.com/player/224334/marcos-acuna,76,74,82,86,78,82
https://www.fifacm.com/player/225100/joe-gomez,82,30,66,70,83,80
https://www.fifacm.com/player/225850/presnel-kimpembe,73,40,68,70,83,85
https://www.fifacm.com/player/228618/ferland-mendy,92,64,76,79,78,84
https://www.fifacm.com/player/229880/aaron-wan-bissaka,86,52,69,79,81,75
https://www.fifacm.com/player/230481/ronaldo-cabrais,88,77,83,84,35,72
https://www.fifacm.com/player/230666/gabriel-jesus,85,81,72,87,42,73
https://www.fifacm.com/player/231443/ousmane-dembele,92,77,77,86,36,56
https://www.fifacm.com/player/235212/achraf-hakimi,94,71,77,82,73,77
https://www.fifacm.com/player/235790/kai-havertz,83,78,78,83,45,66
https://www.fifacm.com/player/237692/phil-foden,81,76,79,86,56,56
https://www.fifacm.com/player/239053/federico-valverde,86,74,78,80,77,80
https://www.fifacm.com/player/242444/joao-felix-sequeira,82,81,76,86,40,68
https://www.fifacm.com/player/1179/gianluigi-buffon,77,76,74,78,37,91
https://www.fifacm.com/player/157481/raul-albiol-tortajada,45,41,62,64,86,74
https://www.fifacm.com/player/163705/steve-mandanda,81,81,78,82,53,81
https://www.fifacm.com/player/168651/ivan-rakitic,61,79,85,78,75,69
https://www.fifacm.com/player/173731/gareth-bale,83,84,82,80,55,70
https://www.fifacm.com/player/176676/marcelo,77,72,80,87,75,72
https://www.fifacm.com/player/178518/radja-nainggolan,71,80,80,81,81,80
https://www.fifacm.com/player/178750/sergio-asenjo-andres,84,82,77,82,59,80
https://www.fifacm.com/player/179645/simon-kjaer,67,55,64,58,85,76
https://www.fifacm.com/player/180206/miralem-pjanic,67,68,84,83,75,66
https://www.fifacm.com/player/182493/diego-godin,57,48,63,62,82,77
https://www.fifacm.com/player/182494/fernando-muslera,85,78,75,83,60,82
https://www.fifacm.com/player/186561/aaron-ramsey,68,77,79,82,68,71
https://www.fifacm.com/player/188152/oscar-dos-santos-emboaba,78,79,82,82,59,67
https://www.fifacm.com/player/190286/sergio-canales-madrazo,83,79,84,83,67,71
https://www.fifacm.com/player/190815/daley-blind,52,65,81,78,83,73
https://www.fifacm.com/player/192883/henrikh-mkhitaryan,78,80,80,84,56,65
https://www.fifacm.com/player/193082/juan-cuadrado,89,72,79,87,74,65
https://www.fifacm.com/player/193105/alphonse-areola,85,79,76,85,56,80
https://www.fifacm.com/player/193283/thomas-delaney,77,71,74,74,84,82
https://www.fifacm.com/player/193301/alexandre-lacazette,76,82,74,82,44,73
https://www.fifacm.com/player/193474/idrissa-gueye,69,61,71,78,83,76
https://www.fifacm.com/player/193525/mario-figueira-fernandes,82,61,74,78,79,79
https://www.fifacm.com/player/193698/oliver-baumann,81,80,79,82,47,79
https://www.fifacm.com/player/194404/norberto-murara-neto,83,79,78,81,56,79
https://www.fifacm.com/player/195859/danny-ings,77,85,70,80,45,70
https://www.fifacm.com/player/197655/sebastian-coates,59,46,54,62,84,86
https://www.fifacm.com/player/197965/pizzi,75,77,81,83,64,66
https://www.fifacm.com/player/198009/mattia-perin,82,82,71,87,57,79
https://www.fifacm.com/player/198710/james-rodriguez,53,86,86,86,50,62
https://www.fifacm.com/player/198717/wilfried-zaha,90,76,72,87,34,75
https://www.fifacm.com/player/199110/luis-muriel,89,83,75,85,27,67
https://www.fifacm.com/player/200610/kevin-volland,73,85,79,79,41,84
https://www.fifacm.com/player/201305/gabriel-armando-de-abreu,68,49,71,65,84,83
https://www.fifacm.com/player/203263/harry-maguire,50,53,69,71,82,87
https://www.fifacm.com/player/203574/john-stones,69,51,70,75,83,78
https://www.fifacm.com/player/203841/nick-pope,80,82,75,84,50,83
https://www.fifacm.com/player/205452/antonio-rudiger,70,43,67,64,83,80
https://www.fifacm.com/player/205632/lucas-ocampos,82,83,78,82,63,84
https://www.fifacm.com/player/205659/alessio-cragno,84,81,73,88,41,78
https://www.fifacm.com/player/205988/luke-shaw,79,53,78,80,81,79
https://www.fifacm.com/player/208333/emre-can,78,78,79,80,84,87
https://www.fifacm.com/player/209960/fernando-pacheco-flores,81,79,71,84,48,83
https://www.fifacm.com/player/210035/grimaldo,85,65,81,83,74,70
https://www.fifacm.com/player/210413/alessio-romagnoli,68,40,56,68,85,78
https://www.fifacm.com/player/211300/anthony-martial,87,80,74,86,35,70
https://www.fifacm.com/player/211990/odisseas-vlachodimos,84,78,67,85,42,78
https://www.fifacm.com/player/212151/thomas-strakosha,85,78,75,87,41,79
https://www.fifacm.com/player/212190/niklas-sule,65,42,59,51,83,81
https://www.fifacm.com/player/213565/thomas-lemar,80,76,81,85,59,62
https://www.fifacm.com/player/214997/angel-correa,84,82,76,86,54,72
https://www.fifacm.com/player/216354/andrej-kramaric,71,85,73,85,30,71
https://www.fifacm.com/player/217940/dakonam-djene,72,37,62,62,84,80
https://www.fifacm.com/player/220407/martin-dubravka,79,79,80,83,48,80
https://www.fifacm.com/player/220697/james-maddison,75,78,84,84,54,61
https://www.fifacm.com/player/220834/marco-asensio,79,80,81,83,43,62
https://www.fifacm.com/player/223689/wout-weghorst,66,82,59,70,39,85
https://www.fifacm.com/player/223952/david-soria-solis,83,81,72,84,49,81
https://www.fifacm.com/player/224232/nicolo-barella,80,71,80,84,77,76
https://www.fifacm.com/player/224293/ruben-diogo-da-silva-neves,63,75,85,77,74,73
https://www.fifacm.com/player/224458/diogo-jota,84,80,73,85,57,77
https://www.fifacm.com/player/225193/mikel-merino-zazon,74,77,80,82,81,81
https://www.fifacm.com/player/226271/fabian-ruiz-pena,63,78,78,82,74,68
https://www.fifacm.com/player/229391/joao-maria-palhinha-goncalves,52,65,69,72,85,86
https://www.fifacm.com/player/229668/mario-hermoso-canseco,76,49,72,71,83,80
https://www.fifacm.com/player/229984/ben-chilwell,76,53,76,78,77,75
https://www.fifacm.com/player/230168/raphaelito-anjos,79,84,77,78,41,83
https://www.fifacm.com/player/230375/josue-chiamulera,78,43,56,64,85,79
https://www.fifacm.com/player/232656/theo-hernandez,92,69,75,78,74,81
https://www.fifacm.com/player/233064/mason-mount,74,78,83,81,54,62
https://www.fifacm.com/player/233419/raphael-dias-belloli,91,76,76,83,49,72
https://www.fifacm.com/player/236792/tomas-soucek,65,71,74,74,82,84
https://www.fifacm.com/player/241486/jules-kounde,78,45,64,72,84,78
https://www.fifacm.com/player/245279/sergio-reguilon-rodriguez,86,58,75,78,78,70
https://www.fifacm.com/player/120533/kepler-laveran-lima-ferreira,66,51,59,61,82,85
https://www.fifacm.com/player/139068/nani,70,77,81,85,37,68
https://www.fifacm.com/player/153244/andre-pierre-gignac,67,83,73,74,41,83
https://www.fifacm.com/player/156519/hector-herrera,72,75,76,77,78,85
https://www.fifacm.com/player/156616/ribery,76,74,82,86,30,53
https://www.fifacm.com/player/162347/joao-moutinho,56,73,85,81,71,66
https://www.fifacm.com/player/163489/andrea-consigli,81,82,72,83,48,80
https://www.fifacm.com/player/164835/lukasz-fabianski,81,82,70,82,50,81
https://www.fifacm.com/player/167664/gonzalo-higuain,58,84,71,78,29,71
https://www.fifacm.com/player/172871/jan-vertonghen,58,62,71,63,83,78
https://www.fifacm.com/player/173426/simon-mignolet,80,75,76,82,50,84
https://www.fifacm.com/player/178086/adan,78,81,78,80,56,83
https://www.fifacm.com/player/181458/ivan-perisic,79,79,76,78,64,76
https://www.fifacm.com/player/181872/arturo-vidal,65,79,79,78,82,85
https://www.fifacm.com/player/183574/max-kruse,64,81,81,82,44,68
https://www.fifacm.com/player/184200/marko-arnautovic,79,81,79,78,44,82
https://www.fifacm.com/player/185020/callejon-jose,83,78,76,82,48,60
https://www.fifacm.com/player/187072/lars-stindl,59,83,80,80,59,72
https://www.fifacm.com/player/187754/marlos-romero-bonfim,79,76,78,86,47,68
https://www.fifacm.com/player/188803/taison-barcellos-freda,92,78,75,86,47,67
https://www.fifacm.com/player/189117/roman-burki,81,81,64,86,44,78
https://www.fifacm.com/player/192318/mario-gotze,68,75,83,84,55,69
https://www.fifacm.com/player/193314/aitor-fernandez,82,78,70,83,58,81
https://www.fifacm.com/player/195365/kevin-kampl,70,67,80,85,63,62
https://www.fifacm.com/player/198164/jonathan-viera-ramos,82,75,80,82,63,69
https://www.fifacm.com/player/199042/charles-aranguiz,60,72,81,79,76,73
https://www.fifacm.com/player/199823/jose-gomez-campana,70,74,83,83,70,72
https://www.fifacm.com/player/200260/steven-berghuis,80,82,82,82,36,64
https://www.fifacm.com/player/200454/francisco-alcacer-garcia,78,84,67,80,35,62
https://www.fifacm.com/player/200724/jose-ignacio-fernandez-iglesias,79,37,66,69,81,80
https://www.fifacm.com/player/200888/danilo-luis-helio-pereira,66,63,71,73,80,85
https://www.fifacm.com/player/200949/lucas,91,77,71,86,43,68
https://www.fifacm.com/player/201095/agustin-marchesin,82,77,76,83,55,80
https://www.fifacm.com/player/201119/ismaily-goncalves-dos-s.,82,64,74,81,75,75
https://www.fifacm.com/player/201519/jordan-veretout,71,75,81,80,76,78
https://www.fifacm.com/player/202651/jesus-joaquin-fernandez-saez,77,76,82,85,33,56
https://www.fifacm.com/player/202695/james-tarkowski,59,45,67,65,82,81
https://www.fifacm.com/player/203895/alejandro-pozuelo-melero,65,75,80,83,52,67
https://www.fifacm.com/player/204120/tomas-vaclik,82,76,75,83,36,80
https://www.fifacm.com/player/204311/kurt-zouma,67,51,63,57,81,84
https://www.fifacm.com/player/204525/inigo-martinez-berridi,71,56,66,64,81,79
https://www.fifacm.com/player/204970/florian-thauvin,78,79,79,81,41,68
https://www.fifacm.com/player/205600/samuel-umtiti,66,62,68,68,81,78
https://www.fifacm.com/player/205678/edin-visca,87,78,78,82,47,64
https://www.fifacm.com/player/206511/maximilian-arnold,66,81,79,78,76,74
https://www.fifacm.com/player/207439/leandro-paredes,68,70,82,79,76,79
https://www.fifacm.com/player/207599/michael-keane,58,49,65,65,82,80
https://www.fifacm.com/player/208128/hakan-calhanoglu,65,74,83,83,59,57
https://www.fifacm.com/player/208448/emil-forsberg,70,73,82,83,34,62
https://www.fifacm.com/player/208461/marten-de-roon,68,68,72,73,82,82
https://www.fifacm.com/player/208596/andrea-belotti,77,81,59,78,41,81
https://www.fifacm.com/player/209297/frederico-de-paula-santos,79,67,78,82,75,72
https://www.fifacm.com/player/210008/adrien-rabiot,72,74,78,80,77,79
https://www.fifacm.com/player/210406/piotr-zielinski,78,73,81,84,70,61
https://www.fifacm.com/player/210411/otavio-edmilson-da-silva-monteiro,76,69,79,85,63,67
https://www.fifacm.com/player/210935/domenico-berardi,78,80,80,82,36,69
https://www.fifacm.com/player/211515/pierluigi-gollini,81,81,74,82,46,80
https://www.fifacm.com/player/212194/julian-brandt,79,75,81,85,48,66
https://www.fifacm.com/player/214979/juan-musso,82,78,76,86,46,82
https://www.fifacm.com/player/215223/walter-benitez,80,79,77,83,48,80
https://www.fifacm.com/player/215330/joaquin-correa,84,75,77,85,39,69
https://www.fifacm.com/player/216189/ander-capa-rodriguez,83,65,76,78,74,88
https://www.fifacm.com/player/216201/inaki-williams,94,79,72,78,39,81
https://www.fifacm.com/player/216409/matteo-politano,83,77,78,84,42,55
https://www.fifacm.com/player/221087/pau-lopez-sabata,80,81,72,83,45,81
https://www.fifacm.com/player/221363/donny-van-de-beek,70,78,76,79,72,78
https://www.fifacm.com/player/221479/dominic-calvert-lewin,84,77,64,77,39,81
https://www.fifacm.com/player/221992/hirving-lozano,93,75,71,81,41,64
https://www.fifacm.com/player/224411/goncalo-manuel-ganchinho-guedes,86,79,76,82,36,69
https://www.fifacm.com/player/225375/konrad-laimer,85,68,77,78,80,77
https://www.fifacm.com/player/226166/nordi-mukiele,83,49,69,73,81,79
https://www.fifacm.com/player/226226/giovani-lo-celso,77,76,82,83,67,74
https://www.fifacm.com/player/227290/marko-dmitrovic,78,80,79,82,39,81
https://www.fifacm.com/player/227796/christian-pulisic,89,70,72,86,37,59
https://www.fifacm.com/player/227928/nelson-semedo,85,57,68,81,76,75
https://www.fifacm.com/player/229261/denis-zakaria,83,64,73,76,81,84
https://www.fifacm.com/player/229558/dayot-upamecano,80,43,62,68,81,82
https://www.fifacm.com/player/229906/leon-bailey,94,77,73,84,33,64
https://www.fifacm.com/player/230225/juiano-mestres,71,61,57,63,82,80
https://www.fifacm.com/player/230256/adryan-zonta,93,66,75,76,72,77
https://www.fifacm.com/player/230258/rosberto-dourado,77,57,74,77,82,68
https://www.fifacm.com/player/230294/louri-beretta,78,84,62,72,33,71
https://www.fifacm.com/player/230347/welington-dano,79,54,76,79,75,74
https://www.fifacm.com/player/230384/nuno-padrenda,82,73,77,82,52,70
https://www.fifacm.com/player/230430/oswaldinato,76,81,67,77,20,78
https://www.fifacm.com/player/230938/franck-yannick-kessie,71,72,74,78,78,86
https://www.fifacm.com/player/231943/richarlison-de-andrade,83,79,73,83,53,80
https://www.fifacm.com/player/232411/christopher-nkunku,78,74,81,85,69,65
https://www.fifacm.com/player/234378/declan-rice,67,52,69,73,80,79
https://www.fifacm.com/player/234396/alphonso-davies,96,67,69,82,75,76
https://www.fifacm.com/player/234742/harvey-barnes,84,77,76,81,45,63
https://www.fifacm.com/player/234906/houssem-aouar,76,75,81,86,66,70
https://www.fifacm.com/player/234943/florian-neuhaus,67,70,79,82,67,67
https://www.fifacm.com/player/235374/manuel-lazzari,90,62,77,82,54,63
https://www.fifacm.com/player/235569/tanguy-ndombele,72,68,81,88,69,73
https://www.fifacm.com/player/239231/marc-cucurella-saseta,80,67,78,79,73,74
https://www.fifacm.com/player/241461/ferran-torres,83,77,79,82,34,66
https://www.fifacm.com/player/241671/dominik-livakovic,81,78,74,83,57,79
https://www.fifacm.com/player/241852/moussa-diaby,95,67,74,85,43,53
https://www.fifacm.com/player/247263/tapsoba,74,52,63,67,83,78
https://www.fifacm.com/player/251573/renan-augusto-lodi-dos-santos,84,67,76,81,75,75
https://www.fifacm.com/player/41/andres-iniesta-lujan,51,69,85,84,62,58
https://www.fifacm.com/player/24630/jose-manuel-reina-paez,79,79,80,79,43,80
https://www.fifacm.com/player/45186/joaquin-sanchez-rodriguez,69,79,83,80,44,57
https://www.fifacm.com/player/124375/burak-yilmaz,79,83,68,71,34,77
https://www.fifacm.com/player/148119/igor-akinfeev,77,72,78,84,51,82
https://www.fifacm.com/player/169588/jonny-evans,53,32,61,56,82,77
https://www.fifacm.com/player/171579/raul-garcia-escudero,46,82,81,79,72,83
https://www.fifacm.com/player/171791/jose-miguel-da-rocha-fonte,32,45,61,62,81,76
https://www.fifacm.com/player/172522/daniel-wass,75,77,80,77,76,76
https://www.fifacm.com/player/173521/ivan-marcano-sierra,64,46,60,59,82,75
https://www.fifacm.com/player/176635/mesut-ozil,64,68,84,82,24,50
