ref_url,pace,shooting,passing,dribbling,defending,physical
https://www.fifacm.com/player/209453/adam-fraczczak,65,64,64,64,63,74
https://www.fifacm.com/player/209483/mouez-hassen,66,63,61,68,48,60
https://www.fifacm.com/player/209805/daniel-vaca,59,62,62,63,42,71
https://www.fifacm.com/player/210000/maciej-gajos,73,66,65,66,61,70
https://www.fifacm.com/player/210005/christoph-martschinko,77,53,55,65,61,72
https://www.fifacm.com/player/210006/thomas-dahne,70,58,66,69,57,59
https://www.fifacm.com/player/210042/johannes-wurtz,69,65,61,63,59,72
https://www.fifacm.com/player/210182/mohammed-jahfali,64,36,49,45,64,73
https://www.fifacm.com/player/210192/ibrahim-al-zubaidi,73,33,56,63,59,67
https://www.fifacm.com/player/210304/hendrick-zuck,71,49,63,68,31,49
https://www.fifacm.com/player/210409/lewis-macleod,59,60,66,64,62,62
https://www.fifacm.com/player/210437/anthony-belmonte,58,45,65,66,58,69
https://www.fifacm.com/player/210482/simon-piesinger,34,55,58,55,64,76
https://www.fifacm.com/player/210488/peter-van-ooijen,62,67,67,69,41,59
https://www.fifacm.com/player/210494/marc-andre-schmerbock,76,65,60,68,34,59
https://www.fifacm.com/player/210772/patrick-drewes,68,63,60,62,30,64
https://www.fifacm.com/player/210792/ali-ahmed-al-zaqan,85,63,56,67,21,61
https://www.fifacm.com/player/210870/georgiy-zhukov,73,57,64,69,57,68
https://www.fifacm.com/player/211293/ante-vukusic,70,64,58,67,39,60
https://www.fifacm.com/player/211358/julien-fabri,62,63,58,66,49,65
https://www.fifacm.com/player/211362/adam-dzwigala,67,43,51,54,61,73
https://www.fifacm.com/player/211443/mohamed-bassam,62,64,72,66,46,66
https://www.fifacm.com/player/211484/kevin-tapoko,52,57,56,61,62,76
https://www.fifacm.com/player/211516/ruben-martinez,74,55,63,69,29,34
https://www.fifacm.com/player/211556/carlos-hernandez,42,45,42,44,65,73
https://www.fifacm.com/player/211581/shane-o-neill,60,51,57,60,62,73
https://www.fifacm.com/player/211739/erdogan-yesilyurt,68,54,60,66,31,59
https://www.fifacm.com/player/211785/ben-garuccio,74,52,63,66,60,60
https://www.fifacm.com/player/211817/aaron-berzel,69,51,53,50,63,76
https://www.fifacm.com/player/211825/patrick-gobel,76,52,65,67,57,64
https://www.fifacm.com/player/211880/maximilian-welzmuller,66,49,64,60,60,66
https://www.fifacm.com/player/211881/quirin-moll,59,50,59,57,64,70
https://www.fifacm.com/player/211935/ryo-nagai,85,62,57,64,27,66
https://www.fifacm.com/player/211952/maximilian-thiel,71,64,62,68,31,62
https://www.fifacm.com/player/211953/rene-vollath,64,62,60,67,37,66
https://www.fifacm.com/player/212039/saeed-al-muwallad,77,54,58,61,58,73
https://www.fifacm.com/player/212075/andrew-nabbout,73,64,59,67,32,74
https://www.fifacm.com/player/212090/ricardo-almeida-santos,67,32,42,48,64,81
https://www.fifacm.com/player/212237/daniel-wein,61,48,63,56,61,72
https://www.fifacm.com/player/212338/el-hadji-ba,64,51,58,65,62,72
https://www.fifacm.com/player/212366/josh-sheehan,79,53,60,66,60,68
https://www.fifacm.com/player/212377/mario-osuna,69,67,61,67,62,74
https://www.fifacm.com/player/212440/seok-hwa-jung,72,62,62,70,51,58
https://www.fifacm.com/player/212451/luis-augusto-martins-rocha,71,59,65,66,61,65
https://www.fifacm.com/player/212484/wes-burns,91,58,57,63,56,60
https://www.fifacm.com/player/212513/hakeeb-adelakun,79,61,60,66,21,62
https://www.fifacm.com/player/212693/tim-soderstrom,87,58,59,64,56,70
https://www.fifacm.com/player/212915/pyeong-gook-yun,64,65,63,65,45,63
https://www.fifacm.com/player/212932/yuji-ono,73,59,63,67,40,61
https://www.fifacm.com/player/212971/nouh-al-mousa,55,53,64,64,61,69
https://www.fifacm.com/player/212980/berkay-dabanli,32,34,54,48,63,78
https://www.fifacm.com/player/212994/rhys-healey,76,65,50,65,29,56
https://www.fifacm.com/player/213090/talal-al-absi,57,25,38,48,66,73
https://www.fifacm.com/player/213280/connor-pain,87,62,54,66,55,67
https://www.fifacm.com/player/213281/paulo-retre,59,50,60,67,62,66
https://www.fifacm.com/player/213368/lucas-rougeaux,54,43,54,48,66,71
https://www.fifacm.com/player/213377/hazaa-ibrahim-al-hazaa,77,63,45,62,21,58
https://www.fifacm.com/player/213407/matt-macey,65,65,65,66,38,64
https://www.fifacm.com/player/213428/clint-irwin,66,64,64,64,48,63
https://www.fifacm.com/player/213444/ruben-gonzalez,60,47,60,64,62,68
https://www.fifacm.com/player/213570/stephen-o-donnell,70,46,57,62,59,77
https://www.fifacm.com/player/213588/alejandro-sanchez,64,62,63,66,23,65
https://www.fifacm.com/player/213646/miguel-oliveira,64,65,62,65,27,67
https://www.fifacm.com/player/213670/isak-ssewankambo,77,37,57,60,59,83
https://www.fifacm.com/player/213695/sean-goss,65,58,66,65,58,67
https://www.fifacm.com/player/213717/petteri-forsell,53,73,64,66,44,63
https://www.fifacm.com/player/213801/ruben-oliveira,73,59,65,70,49,50
https://www.fifacm.com/player/213864/bjorn-inge-utvik,44,37,48,52,66,70
https://www.fifacm.com/player/213869/kevin-rocheteau,69,63,62,63,37,51
https://www.fifacm.com/player/213922/dennis-erdmann,54,40,49,50,61,85
https://www.fifacm.com/player/213954/anton-mitryushkin,68,59,66,65,30,68
https://www.fifacm.com/player/214192/jefferson-mena,69,32,40,50,62,73
https://www.fifacm.com/player/214354/dairon-asprilla,74,63,58,67,39,72
https://www.fifacm.com/player/214365/martin-galain,61,28,42,46,64,71
https://www.fifacm.com/player/214818/sebastian-varas,59,65,49,60,29,78
https://www.fifacm.com/player/214923/mohammed-qasem,76,58,58,68,57,74
https://www.fifacm.com/player/214940/sergio-ojeda,50,34,41,43,64,74
https://www.fifacm.com/player/215279/tim-albutat,63,48,59,58,62,75
https://www.fifacm.com/player/215343/andres-mehring,63,62,64,65,45,66
https://www.fifacm.com/player/215388/jeremy-cordoval,77,32,55,62,61,57
https://www.fifacm.com/player/215422/fabian-holthaus,74,47,62,65,57,74
https://www.fifacm.com/player/215430/tortol-lumanza-lembi,64,55,63,66,62,71
https://www.fifacm.com/player/215495/birama-ndoye,51,61,57,58,61,80
https://www.fifacm.com/player/215540/gilli-rolantsson-sorensen,80,61,60,64,59,65
https://www.fifacm.com/player/215594/alexandru-vlad,68,55,62,60,62,67
https://www.fifacm.com/player/215760/florian-martin,63,69,68,67,52,60
https://www.fifacm.com/player/215940/oliver-lund,67,43,57,60,61,76
https://www.fifacm.com/player/215942/mohamed-el-makrini,57,50,60,65,64,75
https://www.fifacm.com/player/215990/oliver-benitez,51,33,41,36,66,74
https://www.fifacm.com/player/216237/karim-azamoum,60,56,67,64,60,65
https://www.fifacm.com/player/216255/marvin-stefaniak,75,60,64,68,29,58
https://www.fifacm.com/player/216346/alvas-powell,86,45,55,62,57,73
https://www.fifacm.com/player/216348/nick-gillekens,66,61,61,66,41,63
https://www.fifacm.com/player/216467/jack-payne,74,59,61,70,42,43
https://www.fifacm.com/player/216485/aaron-tshibola,66,57,63,67,62,75
https://www.fifacm.com/player/216524/joachim-eickmayer,71,49,58,64,62,66
https://www.fifacm.com/player/216790/conor-grant,66,60,64,65,61,69
https://www.fifacm.com/player/217093/francisco-pol-hurtado,60,55,63,63,63,53
https://www.fifacm.com/player/217098/jose-miguel-reyes,70,60,58,64,42,57
https://www.fifacm.com/player/217606/emmanuel-boateng,90,59,58,67,41,65
https://www.fifacm.com/player/217787/stipe-vucur,54,26,37,40,63,79
https://www.fifacm.com/player/218047/peet-bijen,52,39,48,58,64,74
https://www.fifacm.com/player/218054/kristopher-vida,75,64,60,64,25,66
https://www.fifacm.com/player/218738/ely,79,63,60,65,41,60
https://www.fifacm.com/player/218922/george-davies,84,54,58,67,57,53
https://www.fifacm.com/player/219467/bradley-halliday,71,38,56,63,60,69
https://www.fifacm.com/player/219471/christophe-diedhiou,63,26,36,40,66,72
https://www.fifacm.com/player/219566/fred-friday,71,64,48,65,27,72
https://www.fifacm.com/player/219627/joaquin-verdugo,83,55,59,67,49,61
https://www.fifacm.com/player/219641/cristian-lopez,71,61,49,62,30,78
https://www.fifacm.com/player/219694/carl-johansson,52,25,43,47,64,72
https://www.fifacm.com/player/219731/mattia-montini,60,64,55,63,37,69
https://www.fifacm.com/player/220187/matt-jay,81,63,62,68,32,57
https://www.fifacm.com/player/220191/marcelo-djalo,54,37,47,50,62,75
https://www.fifacm.com/player/220544/jaime-arrascaita,75,50,59,68,37,45
https://www.fifacm.com/player/220635/tom-conlon,63,59,63,68,59,67
https://www.fifacm.com/player/220669/fejiri-okenabirhie,82,64,53,67,33,65
https://www.fifacm.com/player/220772/luka-stojanovic,53,68,62,62,46,71
https://www.fifacm.com/player/220872/greg-kiltie,67,56,61,67,46,62
https://www.fifacm.com/player/220943/kyle-vassell,78,65,47,62,34,71
https://www.fifacm.com/player/220997/mamadou-diallo,78,62,56,67,22,60
https://www.fifacm.com/player/221239/jorge-sanchez,69,59,64,61,63,52
https://www.fifacm.com/player/221279/liam-kelly,66,62,68,68,56,43
https://www.fifacm.com/player/221322/eoghan-o-connell,52,41,50,56,63,77
https://www.fifacm.com/player/221358/jordan-rossiter,57,48,56,61,64,69
https://www.fifacm.com/player/221376/ante-puljic,42,42,47,45,63,74
https://www.fifacm.com/player/221475/lee-chan-dong,56,58,62,61,68,79
https://www.fifacm.com/player/221539/jose-angel-carrillo-casamayor,67,68,59,62,35,56
https://www.fifacm.com/player/221648/yaseen-omar-barnawi,73,38,53,61,61,71
https://www.fifacm.com/player/221651/yong-woo-ahn,73,59,62,66,39,60
https://www.fifacm.com/player/221692/colby-bishop,71,64,50,62,33,72
https://www.fifacm.com/player/221705/kyle-dempsey,71,60,65,66,58,64
https://www.fifacm.com/player/221768/jan-zwischenbrugger,59,48,53,52,66,71
https://www.fifacm.com/player/221772/abdulaziz-al-bishi,89,55,59,67,27,64
https://www.fifacm.com/player/221812/abdullah-al-shamekh,76,40,56,62,59,69
https://www.fifacm.com/player/221819/boxuan-song,70,52,63,64,64,67
https://www.fifacm.com/player/221836/dae-young-koo,73,38,52,65,60,67
https://www.fifacm.com/player/221846/tong-wang,76,51,60,61,60,65
https://www.fifacm.com/player/221847/muzepper-mirahmetjan,68,64,67,65,61,69
https://www.fifacm.com/player/221926/musa-araz,75,59,62,68,37,50
https://www.fifacm.com/player/221985/niko-datkovic,45,18,38,38,66,75
https://www.fifacm.com/player/221986/jeff-hardeveld,56,40,59,64,65,65
https://www.fifacm.com/player/222122/george-fochive,66,39,51,62,62,79
https://www.fifacm.com/player/222168/lars-jorgen-salvesen,70,64,51,60,31,79
https://www.fifacm.com/player/222206/joris-correa,84,64,56,69,29,53
https://www.fifacm.com/player/222221/alexandru-buzbuchi,64,59,60,69,35,65
https://www.fifacm.com/player/222222/steliano-filip,72,52,60,64,59,71
https://www.fifacm.com/player/222229/hyung-mo-yang,64,64,62,67,55,65
https://www.fifacm.com/player/222256/teddy-bishop,70,60,66,70,52,61
https://www.fifacm.com/player/222299/taiyan-jin,72,38,58,60,61,64
https://www.fifacm.com/player/222378/lucas-suarez,66,30,47,52,65,72
https://www.fifacm.com/player/222410/keziah-veendorp,64,49,56,55,64,71
https://www.fifacm.com/player/222438/dehai-zou,62,64,60,67,49,65
https://www.fifacm.com/player/222472/daniel-granli,64,48,58,58,66,69
https://www.fifacm.com/player/222519/alexander-stolas,68,68,66,67,60,70
https://www.fifacm.com/player/222611/denis-rodriguez,68,60,65,68,55,54
https://www.fifacm.com/player/222639/roberto-ramirez,66,62,60,68,49,63
https://www.fifacm.com/player/222660/hyun-soo-hwang,76,44,35,41,64,72
https://www.fifacm.com/player/222691/bo-min-seo,80,61,57,65,42,63
https://www.fifacm.com/player/222843/ronan-david-jeronimo,30,67,49,59,26,80
https://www.fifacm.com/player/222870/george-cooper,78,60,65,67,57,58
https://www.fifacm.com/player/222937/ben-close,71,62,63,66,61,63
https://www.fifacm.com/player/222979/liam-smith,70,38,56,61,62,65
https://www.fifacm.com/player/223004/jon-nolan,68,62,63,68,57,65
https://www.fifacm.com/player/223014/mathias-hebo-rasmussen,55,60,63,66,54,71
https://www.fifacm.com/player/223067/nahuel-yeri,69,57,64,66,64,73
https://www.fifacm.com/player/223082/will-norris,67,62,60,67,40,63
https://www.fifacm.com/player/223104/marc-mcnulty,73,66,55,65,33,68
https://www.fifacm.com/player/223120/jose-leon-bernal,61,33,51,50,65,70
https://www.fifacm.com/player/223123/emre-gural,62,68,64,62,30,72
https://www.fifacm.com/player/223135/mustafa-akbas,41,52,55,59,65,74
https://www.fifacm.com/player/223369/markus-ballmert,69,38,51,60,60,68
https://www.fifacm.com/player/223427/lukas-jager,56,43,54,56,65,71
https://www.fifacm.com/player/223473/filipe-joaquim-melo-silva,42,42,57,61,66,70
https://www.fifacm.com/player/223572/antoine-batisse,54,44,62,60,63,74
https://www.fifacm.com/player/223607/luis-ruiz,73,34,52,60,62,68
https://www.fifacm.com/player/223629/saleh-al-jaman,80,60,59,65,25,57
https://www.fifacm.com/player/223679/tim-rieder,62,33,52,52,64,73
https://www.fifacm.com/player/223730/tom-van-weert,65,63,56,67,27,69
https://www.fifacm.com/player/223755/marlon-ritter,69,62,61,71,24,58
https://www.fifacm.com/player/223855/hamilton-pereira,66,60,64,66,59,72
https://www.fifacm.com/player/223899/sebastian-jacob,72,62,53,65,29,65
https://www.fifacm.com/player/223907/piotr-johansson,81,52,56,61,55,74
https://www.fifacm.com/player/223968/vaso-vasic,68,59,63,68,41,66
https://www.fifacm.com/player/224094/janik-bachmann,52,45,55,54,63,80
https://www.fifacm.com/player/224095/nolan-mbemba,66,58,63,66,61,67
https://www.fifacm.com/player/224130/josh-vickers,67,63,60,65,40,62
https://www.fifacm.com/player/224238/william-boyle,56,29,43,49,64,75
https://www.fifacm.com/player/224250/damian-rossbach,58,37,53,56,65,70
https://www.fifacm.com/player/224335/lucas-cueto,91,61,54,70,33,51
https://www.fifacm.com/player/224361/andy-cannon,77,53,63,69,60,65
https://www.fifacm.com/player/224475/chunyu-dong,65,64,66,65,42,65
https://www.fifacm.com/player/224487/eamonn-brophy,76,65,60,67,31,71
https://www.fifacm.com/player/224488/furkan-soyalp,66,58,66,69,51,59
https://www.fifacm.com/player/224542/nery-leyes,57,49,56,56,63,76
https://www.fifacm.com/player/224558/rui-yu,60,39,51,52,64,74
https://www.fifacm.com/player/224608/huikang-cai,56,50,50,59,67,78
https://www.fifacm.com/player/224611/wenjun-lu,79,60,61,64,34,70
https://www.fifacm.com/player/224624/huan-fu,74,35,57,61,63,61
https://www.fifacm.com/player/224633/guan-he,71,32,53,53,65,71
https://www.fifacm.com/player/224798/romain-gall,82,64,57,68,39,45
https://www.fifacm.com/player/224854/passerini,43,66,46,56,28,73
https://www.fifacm.com/player/224973/arturo-molina-tornero,66,62,62,71,52,54
https://www.fifacm.com/player/224983/johnny-vidales,80,58,61,65,33,42
https://www.fifacm.com/player/225013/miroslav-covilo,33,50,57,55,65,76
https://www.fifacm.com/player/225087/fawaz-al-sagour,84,45,55,62,57,56
https://www.fifacm.com/player/225355/william-parra,71,45,56,62,64,66
https://www.fifacm.com/player/225406/james-talbot,66,63,59,69,44,62
https://www.fifacm.com/player/225511/connal-trueman,66,64,61,68,47,63
https://www.fifacm.com/player/225532/ibrahim-cisse,66,37,61,63,65,70
https://www.fifacm.com/player/225536/rezan-corlu,81,59,61,68,27,59
https://www.fifacm.com/player/225625/kane-vincent-young,82,54,56,64,60,67
https://www.fifacm.com/player/225708/raul-castro,59,34,57,60,65,51
https://www.fifacm.com/player/225731/amidou-diop,71,60,61,64,63,71
https://www.fifacm.com/player/225734/cj-hamilton,92,61,56,63,55,65
https://www.fifacm.com/player/225735/dominic-baumann,68,63,53,62,28,73
https://www.fifacm.com/player/225769/george-dobson,68,54,64,64,63,77
https://www.fifacm.com/player/225798/burak-can-camoglu,80,37,59,69,54,57
https://www.fifacm.com/player/225799/dario-canadija,66,53,55,64,63,70
https://www.fifacm.com/player/225868/gil-mohedano,66,69,67,65,48,61
https://www.fifacm.com/player/225869/gianfranco-gazzaniga,66,64,63,63,55,64
https://www.fifacm.com/player/225955/marko-kvasina,52,65,50,63,29,70
https://www.fifacm.com/player/225983/siyabonga-mpontshane,67,63,63,69,48,65
https://www.fifacm.com/player/226044/rodrigo-vargas,72,66,54,74,24,45
https://www.fifacm.com/player/226122/jafar-arias,59,66,46,58,27,75
https://www.fifacm.com/player/226127/clement-depres,45,67,51,61,30,57
https://www.fifacm.com/player/226216/bruno-ramires,57,49,62,64,60,73
https://www.fifacm.com/player/226265/carlos-lobos,72,59,64,65,63,68
https://www.fifacm.com/player/226438/scott-mcmann,64,36,55,62,61,69
https://www.fifacm.com/player/226510/daniel-leo-gretarsson,68,52,58,59,65,69
https://www.fifacm.com/player/226524/marko-johansson,66,64,76,68,40,59
https://www.fifacm.com/player/226579/alejandro-zendejas,76,47,59,68,40,51
https://www.fifacm.com/player/226781/khiry-shelton,73,59,56,65,37,76
https://www.fifacm.com/player/226815/amadou-dia,76,38,55,64,61,66
https://www.fifacm.com/player/227219/easah-suliman,62,32,49,51,64,69
https://www.fifacm.com/player/227443/yojiro-takahagi,33,60,66,64,62,63
https://www.fifacm.com/player/227700/roy-gelmi,70,44,53,46,62,74
https://www.fifacm.com/player/227810/stian-semb-aasmundsen,60,57,66,66,55,71
https://www.fifacm.com/player/227859/hyun-cheol-jeong,49,52,59,58,60,72
https://www.fifacm.com/player/227878/callum-guy,68,52,64,64,62,64
https://www.fifacm.com/player/227894/almir-soto,56,59,57,62,65,71
https://www.fifacm.com/player/227909/john-mccarthy,66,64,59,68,35,64
https://www.fifacm.com/player/228230/osmar-molinas,57,62,62,64,54,72
https://www.fifacm.com/player/228283/ramazan-civelek,78,56,61,69,59,56
https://www.fifacm.com/player/228318/harry-chapman,73,59,61,69,30,58
https://www.fifacm.com/player/228325/oliver-berg,72,62,61,65,54,74
https://www.fifacm.com/player/228366/macaulay-gillesphey,53,33,50,54,63,77
https://www.fifacm.com/player/228508/fabian-kalig,62,42,51,56,65,64
https://www.fifacm.com/player/228624/mohammed-abdu-khubrani,52,24,37,45,65,71
https://www.fifacm.com/player/228646/nicolas-delgadillo,74,57,60,68,31,61
https://www.fifacm.com/player/228715/benjamin-van-durmen,53,45,59,59,64,69
https://www.fifacm.com/player/228751/marcin-listkowski,77,57,62,71,52,62
https://www.fifacm.com/player/228860/hidde-jurjus,68,61,63,69,49,61
https://www.fifacm.com/player/229036/soren-reese,55,39,49,49,65,72
https://www.fifacm.com/player/229039/diego-johannesson-pando,79,44,59,59,59,65
https://www.fifacm.com/player/229057/osman-celik,55,47,55,62,62,74
https://www.fifacm.com/player/229073/josh-dacres-cogley,77,50,59,64,61,63
https://www.fifacm.com/player/229171/kenny-prince-redondo,83,59,56,67,44,56
https://www.fifacm.com/player/229267/philipp-hercher,75,60,59,65,57,71
https://www.fifacm.com/player/229269/zain-westbrooke,64,61,66,64,57,60
https://www.fifacm.com/player/229285/dave-gnaase,76,53,61,64,60,73
https://www.fifacm.com/player/229349/jordan-thorniley,62,36,48,53,65,70
https://www.fifacm.com/player/229367/stephen-humphrys,70,65,53,64,35,71
https://www.fifacm.com/player/229401/niall-mason,64,42,61,63,62,65
https://www.fifacm.com/player/229508/sven-sprangler,67,49,61,65,63,71
https://www.fifacm.com/player/229515/angel-garcia-cabezali,74,58,60,63,59,73
https://www.fifacm.com/player/229557/sebastian-macias,77,41,59,64,59,62
https://www.fifacm.com/player/229605/callum-connolly,60,54,63,64,65,68
https://www.fifacm.com/player/229610/robin-becker,74,43,50,59,63,71
https://www.fifacm.com/player/229701/philipp-ochs,70,63,64,69,58,61
https://www.fifacm.com/player/229704/jeremy-vachoux,66,62,62,66,42,63
https://www.fifacm.com/player/229753/tsiy-william-ndenge,69,57,61,64,62,73
https://www.fifacm.com/player/229849/jordan-leborgne,69,57,68,67,62,62
https://www.fifacm.com/player/229892/alex-lopez,63,63,53,63,30,69
https://www.fifacm.com/player/229930/kyle-knoyle,85,46,55,64,59,66
https://www.fifacm.com/player/230064/yannick-schmid,53,33,48,46,66,72
https://www.fifacm.com/player/230118/matias-fernandez,72,53,60,67,58,58
https://www.fifacm.com/player/230214/luis-paezinho,65,35,47,42,67,60
https://www.fifacm.com/player/230264/dilson-calegari,64,65,65,63,37,53
https://www.fifacm.com/player/230338/edu-selneira,68,58,62,60,63,63
https://www.fifacm.com/player/230418/henrique-jardinel,60,45,63,63,61,61
https://www.fifacm.com/player/230458/paulito-zanon,59,49,48,45,68,77
https://www.fifacm.com/player/230504/lorenzao-masca,71,67,62,68,38,57
https://www.fifacm.com/player/230509/danilo-sacrio,85,64,45,68,27,56
https://www.fifacm.com/player/230511/emilio-trevoes,90,64,52,71,23,52
https://www.fifacm.com/player/230561/jay-roy-grot,78,65,59,61,50,82
https://www.fifacm.com/player/230623/sinan-bakis,39,66,49,59,29,64
https://www.fifacm.com/player/230676/roberto-pirrello,64,42,51,54,65,70
https://www.fifacm.com/player/230830/ian-gonzalez-nieto,40,68,51,59,34,67
https://www.fifacm.com/player/230836/erlend-dahl-reitan,75,46,53,60,62,67
https://www.fifacm.com/player/230876/matt-butcher,64,58,63,63,62,71
https://www.fifacm.com/player/230888/aiden-o-neill,74,63,61,67,57,63
https://www.fifacm.com/player/231039/pius-dorn,79,55,55,62,57,63
https://www.fifacm.com/player/231090/francisco-carabali,77,29,50,58,60,52
https://www.fifacm.com/player/231107/alfie-kilgour,64,40,43,52,63,75
https://www.fifacm.com/player/231109/aly-ndom,52,54,59,66,64,68
https://www.fifacm.com/player/231137/domen-crnigoj,71,53,63,68,37,64
https://www.fifacm.com/player/231139/jack-fitzwater,66,37,47,53,64,72
https://www.fifacm.com/player/231148/stephane-emana,84,64,54,62,39,78
https://www.fifacm.com/player/231199/hakeem-odoffin,75,47,57,60,63,72
https://www.fifacm.com/player/231222/fabian-henriquez,65,56,63,65,58,73
https://www.fifacm.com/player/231244/edson-resendez,64,63,64,67,31,64
https://www.fifacm.com/player/231258/ramiro-macagno,67,63,57,67,25,64
https://www.fifacm.com/player/231320/jose-maria-amo-torres,60,38,53,60,65,68
https://www.fifacm.com/player/231455/adrian-cuadra,67,45,59,61,61,67
https://www.fifacm.com/player/231500/dennis-widgren,61,45,66,63,61,65
https://www.fifacm.com/player/231514/robert-gojani,70,46,65,68,50,65
https://www.fifacm.com/player/231540/scott-wharton,58,29,44,53,63,75
https://www.fifacm.com/player/231550/jose-quintero,81,52,57,64,61,67
https://www.fifacm.com/player/231575/leonardo-vaca,71,64,58,64,23,57
https://www.fifacm.com/player/231597/carlos-cermeno,71,43,65,64,62,65
https://www.fifacm.com/player/231650/jan-bamert,60,27,50,57,66,68
https://www.fifacm.com/player/231713/kevin-salazar,72,52,65,70,41,49
https://www.fifacm.com/player/231728/ioan-hora,70,64,61,59,46,71
https://www.fifacm.com/player/231872/sega-coulibaly,47,37,52,52,64,76
https://www.fifacm.com/player/231947/se-hun-oh,53,65,43,61,35,72
https://www.fifacm.com/player/231948/brendan-hines-ike,59,53,52,56,64,72
https://www.fifacm.com/player/231967/marcis-oss,49,28,33,36,65,79
https://www.fifacm.com/player/232007/mateusz-lis,67,62,58,70,27,64
https://www.fifacm.com/player/232076/dany-cure,73,58,63,61,47,73
https://www.fifacm.com/player/232110/thomas-glover,65,60,63,67,16,65
https://www.fifacm.com/player/232127/aboubakar-keita,63,48,57,64,62,71
https://www.fifacm.com/player/232136/fernand-mayembo,52,38,44,44,63,80
https://www.fifacm.com/player/232166/fabian-herbers,66,64,64,66,49,68
https://www.fifacm.com/player/232194/salvador-cordero,68,40,54,60,62,57
https://www.fifacm.com/player/232326/murat-ucar,73,61,61,64,60,57
https://www.fifacm.com/player/232372/takuya-okamoto,76,48,59,62,62,76
https://www.fifacm.com/player/232376/takuya-aoki,71,55,63,63,65,73
https://www.fifacm.com/player/232379/naoki-ishihara,52,68,58,65,31,53
https://www.fifacm.com/player/232397/adrian-argacha,67,51,60,61,61,62
https://www.fifacm.com/player/232412/ebou-adams,70,58,60,65,62,79
https://www.fifacm.com/player/232447/yuji-rokutan,64,60,60,63,31,66
https://www.fifacm.com/player/232465/shingo-tomita,35,35,61,62,63,56
https://www.fifacm.com/player/232520/diallang-jaiyesimi,85,57,57,66,29,63
https://www.fifacm.com/player/232540/ryo-takahashi,74,52,57,66,56,72
https://www.fifacm.com/player/232576/yuki-kobayashi,42,48,61,59,62,63
https://www.fifacm.com/player/232614/yusuke-minagawa,48,65,44,54,38,78
