Jumping,Stamina,Strength,Aggression,Vision,Crossing,Free_Kick,Short_Passing,Long_Passing,Curve,Interceptions,Heading,Marking,Standing_Tackle,Sliding_Tackle,Positioning,Finishing,Shot_Power,Long_Shot,Volleys,Penalties,Agility,Balance,Reactions,Ball_Control,Dribbling,Acceleration,Sprint_Speed,Position,Preferred_Foot,Weak_Foot,Attacking_Work_Rate,Defensive_Work_Rate,Name,Age,Overall_Rating,Club,League,Nation,ref_url,Card_Type
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,Med,Liam Sercombe,30 (04-25-1990),64,Cheltenham Town,EFL  Two,England,https://www.fifplay.com/fifa-22/players/188490/liam-sercombe,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,High,Alex MacDonald,30 (04-14-1990),62,Gillingham,EFL  One,Scotland,https://www.fifplay.com/fifa-22/players/189163/alex-macdonald,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Left,5 / 5,High,Med,Mark Marshall,33 (05-05-1987),64,Northampton Town,EFL  One,Jamaica,https://www.fifplay.com/fifa-22/players/189868/mark-marshall,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,High,Med,Curtis Main,28 (06-20-1992),64,Aberdeen,Scottish Premiership,England,https://www.fifplay.com/fifa-22/players/189910/curtis-main,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,4 / 5,High,Low,Hiroshi Ibusuki,29 (02-27-1991),64,Shonan Bellmare,Meiji Yasuda J1,Japan,https://www.fifplay.com/fifa-22/players/190644/hiroshi-ibusuki,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Left,2 / 5,Med,Med,Jonathan Obika,30 (09-12-1990),64,St. Mirren,Scottish Premiership,England,https://www.fifplay.com/fifa-22/players/190665/jonathan-obika,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,Med,Yazalde Gomes Pinto,32 (09-21-1988),64,FC Hermannstadt,,Portugal,https://www.fifplay.com/fifa-22/players/190807/yazalde-gomes-pinto,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,4 / 5,Med,Med,Mikael Dyrestam,28 (12-10-1991),64,Sarpsborg 08 FF,Tippeligaen,Guinea,https://www.fifplay.com/fifa-22/players/191157/mikael-dyrestam,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Masahiko Inoha,35 (08-28-1985),64,,Meiji Yasuda J1,Japan,https://www.fifplay.com/fifa-22/players/191552/masahiko-inoha,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,4 / 5,Low,Low,Andy Cook,29 (10-18-1990),65,Mansfield Town,EFL  Two,England,https://www.fifplay.com/fifa-22/players/192450/andy-cook,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,High,Steven de Sousa Vitória,33 (01-11-1987),63,Moreirense FC,Liga NOS,Canada,https://www.fifplay.com/fifa-22/players/192528/steven-de-sousa-vitoria,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Scott Neville,31 (01-11-1989),64,Brisbane Roar,Hyundai A-,Australia,https://www.fifplay.com/fifa-22/players/192572/scott-neville,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,5 / 5,Med,Med,Tobias Jänicke,31 (03-16-1989),64,,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/193113/tobias-janicke,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Low,Med,Bruno Gabriel Soares,50 (01-01-1970),67,WSG Tirol,Österreichische Fußball-Bundesliga,Brazil,https://www.fifplay.com/fifa-22/players/193220/bruno-gabriel-soares,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,Low,Florin Berenguer,31 (04-01-1989),64,Melbourne City,Hyundai A-,France,https://www.fifplay.com/fifa-22/players/193427/florin-berenguer,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Forward (CF),Right,3 / 5,Med,Med,Yong Gi Ryang,38 (01-07-1982),60,Sagan Tosu,Meiji Yasuda J1,Korea DPR,https://www.fifplay.com/fifa-22/players/194248/yong-gi-ryang,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Left,2 / 5,Med,Med,Tom Parkes,28 (01-15-1992),64,Exeter City,EFL  Two,England,https://www.fifplay.com/fifa-22/players/194937/tom-parkes,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Attacking Midfielder (CAM),Right,4 / 5,High,Med,Luka Tankulic,29 (06-21-1991),63,SV Meppen,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/195396/luka-tankulic,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Left,3 / 5,Med,Med,Sandro Wieser,27 (02-03-1993),64,,Raiffeisen Super,,https://www.fifplay.com/fifa-22/players/196905/sandro-wieser,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,Med,Med,Calum Butcher,29 (02-26-1991),64,,Scottish Premiership,England,https://www.fifplay.com/fifa-22/players/196940/calum-butcher,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,High,Med,Ryan Bowman,28 (11-30-1991),63,Exeter City,EFL  Two,England,https://www.fifplay.com/fifa-22/players/197945/ryan-bowman,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Back (RB),Right,3 / 5,Med,Med,George Francomb,29 (09-08-1991),64,Crawley Town,EFL  Two,England,https://www.fifplay.com/fifa-22/players/197990/george-francomb,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,High,High,George Williams,27 (04-14-1993),63,Milton Keynes Dons,EFL  One,England,https://www.fifplay.com/fifa-22/players/198071/george-williams,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Mads Greve,31 (09-12-1989),64,Vejle Boldklub,Alka Superliga,Denmark,https://www.fifplay.com/fifa-22/players/198535/mads-greve,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Alvaro Arroyo Martínez,32 (07-22-1988),69,Albacete Bpie,LaLiga 1 I 2 I 3,Spain,https://www.fifplay.com/fifa-22/players/198630/arroyo,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,3 / 5,Med,High,Christopher Missilou,28 (07-18-1992),64,Northampton Town,EFL  One,Congo,https://www.fifplay.com/fifa-22/players/198655/christopher-missilou,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,Med,Med,David Löfquist,34 (08-06-1986),64,,Allsvenskan,Sweden,https://www.fifplay.com/fifa-22/players/199080/david-lofquist,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Left,3 / 5,Low,Med,Dionicio Escalante,30 (05-12-1990),64,Atletico de San Luis,LIGA Bancomer MX,Mexico,https://www.fifplay.com/fifa-22/players/199369/dionicio-escalante,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,3 / 5,Med,High,Harry Pell,28 (10-21-1991),65,Colchester United,EFL  Two,England,https://www.fifplay.com/fifa-22/players/199627/harry-pell,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,High,Medhy Guezoui,31 (03-30-1989),63,FC Chambly Oise,Domino's Ligue 2,France,https://www.fifplay.com/fifa-22/players/199636/medhy-guezoui,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Clévid Dikamona,30 (06-23-1990),64,Kilmarnock,Scottish Premiership,Congo,https://www.fifplay.com/fifa-22/players/199754/clevid-dikamona,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,2 / 5,Low,Med,Rafał Janicki,28 (07-05-1992),64,Wisła Kraków,Ekstraklasa,Poland,https://www.fifplay.com/fifa-22/players/201132/rafal-janicki,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Kevin Kraus,28 (08-12-1992),65,1. FC Kaiserslautern,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/201925/kevin-kraus,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,Med,Med,Damián Ezequiel Petcoff,30 (05-24-1990),63,,LaLiga 1 I 2 I 3,Argentina,https://www.fifplay.com/fifa-22/players/202647/damian-ezequiel-petcoff,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Wing Back (LWB),Left,2 / 5,High,Med,Jacob Ericsson,27 (09-17-1993),64,Falkenbergs FF,Allsvenskan,Sweden,https://www.fifplay.com/fifa-22/players/202926/jacob-ericsson,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,3 / 5,Med,Low,Michael O'Halloran,29 (01-06-1991),66,St. Johnstone FC,Scottish Premiership,Scotland,https://www.fifplay.com/fifa-22/players/203043/michael-o-halloran,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Left,4 / 5,Med,Low,Rob Hall,26 (10-20-1993),65,Oxford United,EFL  One,England,https://www.fifplay.com/fifa-22/players/203355/rob-hall,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Attacking Midfielder (CAM),Right,5 / 5,Med,Med,Julian Wießmeier,27 (11-04-1992),64,,Österreichische Fußball-Bundesliga,Germany,https://www.fifplay.com/fifa-22/players/203542/julian-wiessmeier,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Anthony O'Connor,27 (10-25-1992),64,Bradford City,EFL  Two,Ireland Republic,https://www.fifplay.com/fifa-22/players/204297/anthony-o-connor,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Back (LB),Left,2 / 5,High,Med,Janek Sternberg,27 (10-19-1992),64,Hallescher FC,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/204420/janek-sternberg,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,3 / 5,High,Low,Simon Kroon,27 (06-16-1993),65,Östersunds FK,Allsvenskan,Sweden,https://www.fifplay.com/fifa-22/players/204644/simon-kroon,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Left,2 / 5,High,High,Jacob Schoop,31 (12-23-1988),64,Vejle Boldklub,Alka Superliga,Denmark,https://www.fifplay.com/fifa-22/players/204730/jacob-schoop,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Midfielder (LM),Right,3 / 5,High,Med,Daniel Schütz,29 (06-19-1991),63,SKN St. Pölten,Österreichische Fußball-Bundesliga,Austria,https://www.fifplay.com/fifa-22/players/204892/daniel-schutz,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,Med,Med,Eirik Schulze,27 (01-07-1993),63,IK Start,Tippeligaen,Norway,https://www.fifplay.com/fifa-22/players/205149/eirik-schulze,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Back (RB),Right,3 / 5,Med,Med,Jason Naismith,26 (06-25-1994),67,Peterborough United,EFL  One,Scotland,https://www.fifplay.com/fifa-22/players/205321/jason-naismith,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Midfielder (LM),Right,3 / 5,Med,Med,Anthony Forde,26 (11-16-1993),64,Oxford United,EFL  One,Ireland Republic,https://www.fifplay.com/fifa-22/players/205582/anthony-forde,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Back (LB),Right,5 / 5,High,Med,Daniel Georgievski,32 (02-17-1988),66,Western Sydney Wanderers,Hyundai A-,FYR Macedonia,https://www.fifplay.com/fifa-22/players/206399/daniel-georgievski,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,High,Louis Thompson,25 (12-19-1994),64,Milton Keynes Dons,EFL  One,Wales,https://www.fifplay.com/fifa-22/players/206562/louis-thompson,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Left,4 / 5,High,High,Callum Reilly,26 (10-03-1993),64,AFC Wimbledon,EFL  One,Ireland Republic,https://www.fifplay.com/fifa-22/players/207639/callum-reilly,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Left,3 / 5,Med,Med,Soon Min Hwang,30 (09-14-1990),63,Daegu FC,K LEAGUE Classic,Korea Republic,https://www.fifplay.com/fifa-22/players/207836/soon-min-hwang,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,4 / 5,High,Med,Fredrik Torsteinbø,29 (03-13-1991),63,Viking FK,Tippeligaen,Norway,https://www.fifplay.com/fifa-22/players/208577/fredrik-torsteinbo,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,3 / 5,High,Med,Alassane N'Diaye,29 (06-14-1991),66,Athlétic  Ajaccio,Domino's Ligue 2,France,https://www.fifplay.com/fifa-22/players/208885/alassane-n-diaye,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,Low,Mohammed Al Sahlawi,33 (01-10-1987),64,Al Taawoun,Dawry Jameel,Saudi Arabia,https://www.fifplay.com/fifa-22/players/208916/mohammed-al-sahlawi,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,3 / 5,Med,High,Mateusz Matras,29 (01-23-1991),66,,Ekstraklasa,Poland,https://www.fifplay.com/fifa-22/players/209413/mateusz-matras,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,3 / 5,Med,Med,John O'Sullivan,27 (09-18-1993),64,Morecambe,EFL  Two,Ireland Republic,https://www.fifplay.com/fifa-22/players/209475/john-o-sullivan,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,Med,Danzell Gravenberch,26 (02-13-1994),63,Sparta Rotterdam,Eredivisie,Holland,https://www.fifplay.com/fifa-22/players/209600/danzell-gravenberch,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Back (RB),Right,3 / 5,Med,High,Janoi Donacien,26 (11-03-1993),64,Ipswich Town,EFL  One,St Lucia,https://www.fifplay.com/fifa-22/players/209675/janoi-donacien,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,4 / 5,Med,Med,Anthony Caceres,28 (09-29-1992),64,Sydney FC,Hyundai A-,Australia,https://www.fifplay.com/fifa-22/players/209886/anthony-caceres,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Midfielder (RM),Right,3 / 5,High,Med,Stefan Rakowitz,30 (04-03-1990),64,TSV Hartberg,Österreichische Fußball-Bundesliga,Austria,https://www.fifplay.com/fifa-22/players/210275/stefan-rakowitz,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left Back (LB),Left,3 / 5,High,Med,Dennis Iapichino,30 (07-27-1990),64,Servette FC,Raiffeisen Super,Switzerland,https://www.fifplay.com/fifa-22/players/210341/dennis-iapichino,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,2 / 5,Med,High,Jordan Tillson,27 (03-05-1993),63,Ross County FC,Scottish Premiership,England,https://www.fifplay.com/fifa-22/players/210367/jordan-tillson,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,3 / 5,Med,Low,Mohammed Abusabaan,30 (01-20-1990),64,Al Taawoun,Dawry Jameel,Saudi Arabia,https://www.fifplay.com/fifa-22/players/210700/mohammed-abusabaan,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Defensive Midfielder (CDM),Right,3 / 5,Med,Med,Abdulrahman Al Barakah,30 (09-21-1990),64,Al Fayha,Dawry Jameel,Saudi Arabia,https://www.fifplay.com/fifa-22/players/210924/abdulrahman-al-barakah,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,Med,Luc Kassi,26 (08-20-1994),64,Stabæk Fotball,Tippeligaen,Ivory Coast,https://www.fifplay.com/fifa-22/players/211238/luc-kassi,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,Low,Abdullah Al Salem,27 (12-19-1992),64,Ettifaq FC,Dawry Jameel,Saudi Arabia,https://www.fifplay.com/fifa-22/players/211395/abdullah-al-salem,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,Med,Yuji Takahashi,27 (04-11-1993),64,Kashiwa Reysol,Meiji Yasuda J1,Japan,https://www.fifplay.com/fifa-22/players/211434/yuji-takahashi,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielder (CM),Right,3 / 5,High,High,Mark O'Hara,24 (12-12-1995),64,Motherwell,Scottish Premiership,Scotland,https://www.fifplay.com/fifa-22/players/211536/mark-o-hara,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,High,Med,Timmy Thiele,29 (07-31-1991),64,Viktoria Köln,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/211732/timmy-thiele,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,3 / 5,Med,High,Toni Lindenhahn,29 (11-15-1990),62,Hallescher FC,3. Liga,Germany,https://www.fifplay.com/fifa-22/players/211833/toni-lindenhahn,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Attacking Midfielder (CAM),Left,3 / 5,High,Med,Manfred Starke,29 (02-21-1991),64,FSV Zwickau,3. Liga,Namibia,https://www.fifplay.com/fifa-22/players/211850/manfred-starke,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,2 / 5,Med,Med,Sean Hoare,26 (03-15-1994),64,Dundalk,SSE Airtricity,Ireland Republic,https://www.fifplay.com/fifa-22/players/211978/sean-hoare,Rare bronze
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striker (ST),Right,3 / 5,Med,Med,Osayamen Osawe,27 (09-03-1993),65,KFC Uerdingen 05,3. Liga,Nigeria,https://www.fifplay.com/fifa-22/players/212158/osayamen-osawe,Rare silver
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Back (CB),Right,2 / 5,Med,Med,Hendrik Hansen,25 (11-04-1994),63,FC Würzburger Kickers,Bundesliga 2,Germany,https://www.fifplay.com/fifa-22/players/212251/hendrik-hansen,Rare bronze
